"station_nbr","date","tmax","tmin","tavg","depart","dewpoint","wetbulb","heat","cool","sunrise","sunset","codesum","snowfall","preciptotal","stnpressure","sealevel","resultspeed","resultdir","avgspeed"
1,"2012-10-02",22.22,12.78,17.5,-2,12.78,14.44,1,0,599.363993747101,1819.81013907598,131,1,9,1010.83701700001,1016.93251660001,4.02335,22,4.345218
2,"2012-10-02",17.78,12.22,15,5,12.22,13.33,6,0,545,1728,180,1,17,979.682241266676,1016.93251660001,8.529502,25,9.012304
3,"2012-10-02",26.11,11.11,18.61,-2,7.22,12.78,0,1,619,1808,1,1,1,988.825490666676,1012.53021133334,5.954558,33,6.43736
4,"2012-10-02",27.78,16.11,21.945,-3,12.22,16.11,0,7,625,1817,1,1,1,990.857323866676,1013.54612793334,6.115492,33,7.402964
5,"2012-10-02",-2.78,-0.56,6.11,-4,-13.89,4.44,23,0,542,1725,1,1,5,980.35951900001,1016.25523886668,17.863674,30,15.932466
6,"2012-10-02",27.22,13.89,20.555,-4,12.78,15.56,0,4,625,1816,1,1,1,996.275545733343,1013.54612793334,9.334172,33,10.621644
7,"2012-10-02",23.89,12.22,18.055,-4,8.33,12.22,0,0,597.3236342482,1818.6688704429,1,1,1,968.16851980001,1013.88476680001,7.081096,33,9.334172
8,"2012-10-02",27.22,15,21.11,-4,12.78,16.11,3.6316969581453,8.79743312784665,596.983574331717,1818.47865900406,1,1,1,1001.35512873334,1014.90068340001,6.115492,33,6.276426
9,"2012-10-02",22.78,5.56,14.17,-2,4.44,9.44,7,0,596.643514415233,1818.28844756521,1,1,1,987.132296333343,1012.86885020001,5.149888,15,8.368568
10,"2012-10-02",32.22,25.56,28.89,8,22.78,24.44,0,19,621,1811,127,1,284,1009.82110040001,1011.51429473334,17.541806,20,18.185542
11,"2012-10-02",30.56,23.33,26.945,7,22.78,23.89,0,16,621,1811,127,1,3,1009.14382266668,1011.85293360001,11.909116,21,12.713786
12,"2012-10-02",32.22,24.44,28.33,3,22.22,23.89,0,18,595.623334665783,1817.71781324867,127,1,5,1009.14382266668,1011.85293360001,11.748182,21,12.391918
13,"2012-10-02",26.67,8.33,17.5,1,-0.56,8.33,1,0,595.283274749299,1817.52760180982,1,1,1,819.844696200008,1011.85293360001,8.207634,20,13.357522
14,"2012-10-02",23.89,13.33,18.61,-1,8.33,12.78,0,1,626,1815,1,1,1,967.829880933343,1013.88476680001,10.299776,33,11.426314
15,"2012-10-02",20,9.44,14.72,6,12.22,13.33,6,0,544,1726,131,1,3,1003.04832306668,1016.25523886668,2.092142,22,2.574944
16,"2012-10-02",21.67,12.22,16.945,-2,12.78,14.44,2,0,594.263094999849,1816.95696749328,131,1,8,1011.85293360001,1015.57796113334,4.506152,25,4.82802
17,"2012-10-02",26.11,10.56,18.335,2,7.22,12.22,0,0,593.923035083365,1816.76675605444,1,1,1,990.857323866676,1013.88476680001,1.287472,35,3.862416
18,"2012-10-02",26.67,18.33,22.5,-1,12.22,16.11,0,8,622,1812,1,1,1,995.936906866677,1012.86885020001,7.24203,34,8.207634
19,"2012-10-02",18.33,9.44,13.885,-1,10.56,12.22,8,0,550,1732,1,1,1,987.47093520001,1012.53021133334,9.65604,2,11.26538
20,"2012-10-02",26.67,17.22,21.945,-1,12.22,15.56,0,7,592.902855333915,1816.1961217379,1,1,1,989.164129533343,1012.86885020001,8.0467,31,10.138842
1,"2012-10-03",18.33,15.56,16.945,-2,15,15.56,2,0,599.316934569864,1819.83195270455,131,1,9,1014.22340566668,1019.98026640001,4.988954,6,5.310822
2,"2012-10-03",16.67,14.44,15.555,6,15.56,15.56,5,0,546,1726,175,1,5,982.052713333343,1019.64162753334,7.724832,6,7.885766
3,"2012-10-03",26.67,9.44,18.055,-3,10,13.89,0,0,620,1806,1,1,1,989.841407266676,1013.54612793334,10.299776,18,10.621644
4,"2012-10-03",29.44,13.33,21.385,-4,13.33,16.67,0,6,626,1816,1,1,1,991.873240466676,1014.90068340001,4.02335,16,6.276426
5,"2012-10-03",-2.78,-0.56,6.11,-4,-13.89,4.44,23,0,543,1723,1,1,5,980.35951900001,1016.25523886668,17.863674,30,15.932466
6,"2012-10-03",28.89,10.56,19.725,-5,13.33,16.11,0,3,625,1815,2,1,1,997.63010120001,1014.90068340001,7.24203,17,7.563898
7,"2012-10-03",26.67,10.56,18.615,1,10,13.89,0,1,597.276575070963,1818.69068407147,1,1,1,967.152603200009,1013.20748906668,17.059004,18,17.541806
8,"2012-10-03",28.89,12.78,20.835,1,13.89,16.67,2.05118752268371,7.04481696981066,596.936515154479,1818.50047263262,1,1,1,1003.38696193334,1017.27115546668,4.184284,16,4.506152
9,"2012-10-03",26.11,8.33,17.22,-2,6.67,11.11,2,0,596.596455237996,1818.31026119378,1,1,1,985.777740866676,1011.85293360001,9.012304,14,9.495106
10,"2012-10-03",29.44,24.44,26.94,2,22.78,23.89,0,16,621,1810,8,1,2,1017.94843320001,1019.30298866668,0.482802,1,6.43736
11,"2012-10-03",28.89,22.22,25.555,5,21.67,22.78,0,13,621,1810,131,1,136,1017.27115546668,1019.64162753334,2.092142,3,2.574944
12,"2012-10-03",29.44,23.89,26.665,2,22.78,23.33,0,15,595.576275488545,1817.73962687724,180,1,26,1017.27115546668,1019.64162753334,0.643736,1,2.896812
13,"2012-10-03",26.11,2.78,14.445,-8,-1.67,6.67,7,0,595.236215572062,1817.54941543839,1,1,1,821.537890533342,1012.86885020001,5.471756,2,14.644994
14,"2012-10-03",26.67,10,18.335,-2,10.56,13.89,0,0,627,1813,1,1,1,967.152603200009,1013.54612793334,13.67939,17,14.323126
15,"2012-10-03",17.22,14.44,15.83,9,15,15,4,0,545,1724,131,1,23,1006.43471173334,1019.98026640001,1.770274,5,1.931208
16,"2012-10-03",17.78,15,16.39,-2,15,15.56,3,0,594.216035822611,1816.97878112185,131,1,8,1014.56204453334,1018.96434980001,5.793624,4,5.954558
17,"2012-10-03",27.22,8.33,17.775,4,9.44,13.33,1,0,593.875975906128,1816.78856968301,8,1,1,991.873240466676,1015.23932226668,6.43736,20,6.759228
18,"2012-10-03",29.44,16.11,22.775,0,11.11,16.11,0,8,623,1811,1,1,1,997.63010120001,1014.56204453334,12.230984,16,13.196588
19,"2012-10-03",19.44,12.22,15.83,4,12.78,13.89,4,0,551,1730,131,1,3,989.50276840001,1014.22340566668,3.21868,36,7.24203
20,"2012-10-03",29.44,16.67,23.055,-2,10.56,15.56,0,9,592.855796156677,1816.21793536647,1,1,1,990.857323866676,1014.22340566668,8.85137,16,10.46071
1,"2012-10-04",17.22,15,16.11,-8,14.44,15,4,0,599.269875392626,1819.85376633311,179,1,6,1014.90068340001,1020.31890526668,4.506152,4,4.82802
2,"2012-10-04",16.67,14.44,15.555,6,15,15,5,0,547,1724,191,1,4,983.068629933343,1019.98026640001,1.931208,3,6.598294
3,"2012-10-04",26.11,13.33,19.72,0,11.67,15,0,3,621,1805,127,1,284,995.259629133343,1018.96434980001,5.149888,1,15.932466
4,"2012-10-04",32.22,19.44,25.83,4,19.44,21.11,0,14,626,1814,1,1,1,994.243712533343,1017.27115546668,7.724832,16,10.782578
5,"2012-10-04",-2.78,-0.56,6.11,-4,-13.89,4.44,23,0,544,1721,1,1,5,980.35951900001,1016.25523886668,15.28873,30,15.932466
6,"2012-10-04",32.22,16.67,24.445,3,19.44,21.11,0,11,626,1814,1,1,1,999.66193440001,1016.93251660001,12.87472,16,13.196588
7,"2012-10-04",19.44,13.33,16.385,-4,8.89,12.22,3,0,597.229515893725,1818.71249770004,1,1,1,973.925380533343,1019.30298866668,7.885766,36,19.633948
8,"2012-10-04",32.22,20,26.11,2,19.44,21.67,-3.4370289087913,11.1056801974424,596.889455977242,1818.52228626119,1,1,1,1006.09607286668,1013.88476680001,10.782578,15,11.26538
9,"2012-10-04",16.67,6.11,11.39,-8,1.11,5.56,12,0,596.549396060758,1818.33207482234,1,1,1,991.53460160001,1016.25523886668,25.74944,27,29.450922
10,"2012-10-04",32.78,23.33,28.055,2,23.33,24.44,0,18,622,1809,131,1,53,1020.65754413334,1021.67346073334,0.80467,1,7.724832
11,"2012-10-04",30.56,22.22,26.39,7,22.78,23.33,0,15,622,1809,387,1,105,1020.65754413334,1021.67346073334,1.60934,36,3.540548
12,"2012-10-04",30.56,21.67,26.115,1,22.22,23.33,0,14,595.529216311308,1817.7614405058,387,1,228,1020.31890526668,1021.67346073334,2.253076,2,4.184284
13,"2012-10-04",9.44,1.11,5.275,-8,-3.33,1.11,23,0,595.189156394824,1817.57122906696,1,1,1,826.956112400008,1025.05984940001,6.115492,5,9.65604
14,"2012-10-04",21.11,14.44,17.775,-3,10,12.78,1,0,627,1812,1,1,1,973.24810280001,1018.96434980001,9.173238,1,16.737136
15,"2012-10-04",16.11,14.44,15.275,8,15,15,5,0,546,1722,179,1,17,1007.45062833334,1019.64162753334,0.643736,14,0.80467
16,"2012-10-04",16.67,15,15.835,-2,14.44,15,4,0,594.168976645374,1817.00059475042,180,1,6,1015.57796113334,1018.96434980001,5.149888,1,5.793624
17,"2012-10-04",26.67,12.78,19.725,2,11.11,14.44,0,3,593.82891672889,1816.81038331157,1,1,284,997.63010120001,1019.98026640001,4.02335,2,9.816974
18,"2012-10-04",30,18.89,24.445,3,16.67,19.44,0,11,623,1810,1,1,1,1000.33921213334,1017.27115546668,19.794882,15,20.11675
19,"2012-10-04",26.11,8.89,17.5,8,8.89,12.22,1,0,552,1728,8,1,284,990.51868500001,1015.57796113334,18.346476,24,20.438618
20,"2012-10-04",30,17.22,23.61,4,16.67,19.44,0,10,592.80873697944,1816.23974899503,1,1,1,993.905073666676,1017.27115546668,14.323126,15,14.644994
1,"2012-10-05",25,15,20,1,13.89,16.11,0,3,599.222816215389,1819.87557996168,62,1,1,1010.15973926668,1015.23932226668,4.02335,23,5.63269
2,"2012-10-05",23.33,13.33,18.33,12,12.78,15,0,0,549,1723,8,1,1,979.34360240001,1015.57796113334,11.426314,26,13.196588
3,"2012-10-05",13.33,4.44,8.885,-20,6.11,8.33,17,0,622,1803,1,1,284,997.968740066676,1021.67346073334,18.668344,1,19.473014
4,"2012-10-05",31.67,21.67,26.67,6,19.44,21.67,0,15,627,1813,8,1,1,993.227795933343,1016.25523886668,3.862416,18,7.563898
5,"2012-10-05",-2.78,-0.56,6.11,-4,-13.89,4.44,23,0,546,1720,1,1,5,980.35951900001,1016.25523886668,15.28873,30,15.932466
6,"2012-10-05",31.67,19.44,25.555,6,19.44,21.11,0,13,626,1813,53,1,1,998.64601780001,1016.25523886668,10.943512,18,11.26538
7,"2012-10-05",15.56,7.78,11.67,-6,5,8.89,12,0,597.182456716488,1818.7343113286,127,1,284,974.941297133343,1021.67346073334,22.691694,3,23.174496
8,"2012-10-05",31.11,21.11,26.11,2,19.44,21.11,-2.25193804319381,11.7591915492502,596.842396800004,1818.54409988976,58,1,1,1005.08015626668,1016.25523886668,7.563898,18,7.563898
9,"2012-10-05",8.89,2.78,5.835,-8,-3.33,2.22,22,0,596.502336883521,1818.35388845091,1,1,1,994.243712533343,1020.31890526668,28.324384,29,28.96812
10,"2012-10-05",31.11,24.44,27.775,2,23.89,25,0,17,622,1808,131,1,2,1017.94843320001,1017.94843320001,5.954558,5,8.529502
11,"2012-10-05",29.44,22.78,26.11,7,18.33,22.22,0,14,623,1808,62,1,5,1017.27115546668,1015.23932226668,2.574944,10,6.920162
12,"2012-10-05",30,23.33,26.665,1,22.78,23.89,0,15,595.48215713407,1817.78325413437,128,1,284,1017.27115546668,1018.28707206668,4.506152,7,5.471756
13,"2012-10-05",5.56,-1.67,1.945,-8,-1.11,0.56,29,0,595.142097217587,1817.59304269552,45,1,8,825.940195800008,1024.72121053334,7.885766,35,11.104446
14,"2012-10-05",15,7.78,11.39,-14,6.11,8.89,12,0,628,1810,127,1,2,974.602658266676,1020.99618300001,20.92142,3,22.691694
15,"2012-10-05",25,12.78,18.89,14,13.33,15,0,1,548,1721,56,1,1,1002.37104533334,1014.56204453334,1.931208,22,2.735878
16,"2012-10-05",24.44,15,19.72,1,14.44,16.11,0,3,594.121917468136,1817.02240837899,56,1,2,1010.83701700001,1013.88476680001,1.770274,23,5.149888
17,"2012-10-05",14.44,7.22,10.83,-6,5.56,8.33,13,0,593.781857551653,1816.83219694014,127,1,284,999.66193440001,1022.68937733334,16.737136,2,17.380872
18,"2012-10-05",29.44,14.44,21.94,-1,15.56,18.33,0,7,624,1808,1,1,1,1000.00057326668,1016.93251660001,4.506152,32,15.610598
19,"2012-10-05",11.11,4.44,7.775,-10,-1.67,3.89,19,0,553,1726,1,1,1,992.55051820001,1018.28707206668,19.151146,27,19.31208
20,"2012-10-05",30.56,15,22.78,-1,16.67,18.89,0,8,592.761677802202,1816.2615626236,1,1,1,993.227795933343,1016.93251660001,5.63269,33,14.323126
1,"2012-10-06",26.11,10.56,18.335,-2,12.22,15,0,0,599.175757038151,1819.89739359025,8,1,2,1004.40287853334,1009.82110040001,10.782578,23,13.518456
2,"2012-10-06",22.78,8.89,15.835,8,11.11,12.78,4,0,550,1721,8,1,284,973.586741666676,1010.49837813334,15.449664,25,20.438618
3,"2012-10-06",10,3.89,6.945,-22,2.22,5,20,0,623,1802,127,1,3,1001.35512873334,1026.07576600001,10.46071,36,11.426314
4,"2012-10-06",22.22,12.78,17.5,-10,12.78,15,1,0,627,1812,1,1,1,995.259629133343,1018.28707206668,9.173238,1,11.748182
5,"2012-10-06",-2.78,-0.56,6.11,-4,-13.89,4.44,23,0,547,1718,1,1,5,980.35951900001,1016.25523886668,15.28873,30,15.932466
6,"2012-10-06",21.11,13.33,17.22,-9,13.33,15,2,0,627,1812,1,1,1,1000.33921213334,1017.60979433334,20.11675,1,20.438618
7,"2012-10-06",9.44,3.33,6.385,-14,0,4.44,21,0,597.13539753925,1818.75612495717,1,1,1,978.666324666676,1025.73712713334,17.541806,4,18.346476
8,"2012-10-06",26.11,15,20.555,1,15.56,17.22,3.25620768082428,7.66003448452298,596.795337622767,1818.56591351832,8,1,1,1004.74151740001,1017.60979433334,9.495106,1,10.138842
9,"2012-10-06",6.67,1.11,3.89,-8,-3.89,1.11,26,0,596.455277706283,1818.37570207948,1,1,1,997.968740066676,1024.04393280001,13.840324,32,14.805928
10,"2012-10-06",30.56,24.44,27.5,2,23.33,24.44,0,17,623,1806,306,1,7,1013.54612793334,1014.22340566668,4.667086,5,8.690436
11,"2012-10-06",30,21.67,25.835,7,22.78,23.33,0,14,623,1806,8,1,11,1013.20748906668,1014.56204453334,3.379614,6,5.471756
12,"2012-10-06",30.56,22.78,26.67,2,22.22,23.33,0,15,595.435097956833,1817.80506776294,306,1,284,1012.86885020001,1014.56204453334,3.21868,7,4.184284
13,"2012-10-06",1.67,-1.11,0.28,-8,-1.67,-0.56,32,0,595.095038040349,1817.61485632409,240,3,2,825.940195800008,1026.41440486668,7.563898,4,11.909116
14,"2012-10-06",10,5.56,7.78,-20,0,4.44,19,0,629,1809,1,1,1,977.989046933343,1025.05984940001,20.599552,4,21.243288
15,"2012-10-06",25.56,6.67,16.115,10,11.67,13.33,4,0,549,1719,131,1,284,995.936906866677,1009.14382266668,3.379614,22,8.690436
16,"2012-10-06",26.11,10,18.055,-2,12.78,15,0,0,594.074858290899,1817.04422200755,133,1,284,1005.08015626668,1008.80518380001,9.816974,22,12.713786
17,"2012-10-06",10,4.44,7.22,-8,1.11,5,20,0,593.734798374415,1816.85401056871,127,1,2,1003.04832306668,1026.41440486668,9.816974,2,10.46071
18,"2012-10-06",14.44,8.89,11.665,-20,6.67,9.44,12,0,625,1807,1,1,284,1004.40287853334,1021.33482186668,17.70274,2,18.185542
19,"2012-10-06",8.33,3.33,5.83,-12,-3.33,2.78,22,0,554,1725,1,1,1,994.58235140001,1019.98026640001,16.0934,30,16.576202
20,"2012-10-06",15,9.44,12.22,-4,7.22,10,11,0,592.714618624965,1816.28337625217,1,1,1,997.291462333343,1020.99618300001,16.576202,2,17.219938
1,"2012-10-07",14.44,6.67,10.555,-8,5,8.33,14,0,599.128697860914,1819.91920721881,131,1,26,1011.17565586668,1017.27115546668,4.345218,23,5.793624
2,"2012-10-07",11.67,5,8.335,-6,3.89,6.67,18,0,551,1719,127,1,20,979.34360240001,1017.27115546668,7.24203,27,8.368568
3,"2012-10-07",13.33,0,6.665,-23,0,4.44,21,0,623,1759,1,1,1,1000.33921213334,1025.73712713334,1.931208,35,5.63269
4,"2012-10-07",14.44,10,12.22,-20,5.56,9.44,11,0,628,1811,1,1,284,999.323295533343,1022.68937733334,10.46071,2,12.87472
5,"2012-10-07",-2.78,-0.56,6.11,-4,-13.89,4.44,23,0,548,1716,1,1,5,980.35951900001,1016.25523886668,15.28873,30,15.932466
6,"2012-10-07",15,10.56,12.78,-17,5.56,9.44,10,0,628,1810,1,1,284,1004.74151740001,1022.35073846668,25.588506,2,25.910374
7,"2012-10-07",8.89,0.56,4.725,-13,0.56,3.33,24,0,597.088338362013,1818.77793858574,131,1,1,978.32768580001,1026.07576600001,5.471756,36,7.24203
8,"2012-10-07",15,12.22,13.61,-8,7.22,10.56,14.7021582876787,6.36314294952051,596.748278445529,1818.58772714689,1,1,1,1009.48246153334,1023.70529393334,14.644994,2,15.127796
9,"2012-10-07",11.67,-3.33,4.17,-8,-5.56,1.11,25,0,596.408218529046,1818.39751570804,1,1,1,991.195962733343,1018.62571093334,8.368568,20,10.621644
10,"2012-10-07",32.22,23.33,27.775,2,22.22,23.89,0,17,624,1805,306,1,1,1013.54612793334,1014.56204453334,4.345218,13,8.0467
11,"2012-10-07",31.67,20,25.835,7,21.67,22.78,0,14,624,1805,55,1,1,1013.20748906668,1014.90068340001,3.21868,13,4.82802
12,"2012-10-07",31.67,21.67,26.67,2,21.67,22.78,0,15,595.388038779595,1817.82688139151,1,1,1,1013.20748906668,1014.90068340001,3.21868,12,5.310822
13,"2012-10-07",10.56,-3.89,3.335,-8,-6.67,0,27,0,595.047978863112,1817.63666995266,1,1,1,822.553807133341,1021.33482186668,3.701482,16,8.85137
14,"2012-10-07",11.11,2.22,6.665,-22,0.56,3.89,21,0,630,1808,127,1,284,977.650408066676,1025.73712713334,6.43736,36,7.402964
15,"2012-10-07",12.78,1.67,7.225,-6,3.89,6.67,20,0,550,1717,131,1,16,1003.04832306668,1016.59387773334,3.21868,29,4.667086
16,"2012-10-07",14.44,5,9.72,-8,5.56,8.33,15,0,594.027799113661,1817.06603563612,127,1,19,1012.19157246668,1016.25523886668,4.345218,26,5.310822
17,"2012-10-07",12.78,1.11,6.945,-3,-0.56,3.89,20,0,593.687739197178,1816.87582419727,1,1,1,1002.03240646668,1026.41440486668,1.126538,26,4.184284
18,"2012-10-07",11.67,8.89,10.28,-21,1.67,6.67,14,0,626,1806,1,1,284,1006.43471173334,1024.38257166668,9.977908,2,10.46071
19,"2012-10-07",10,1.67,5.835,-12,-6.11,1.11,22,0,555,1723,1,1,1,994.920990266676,1020.65754413334,8.207634,27,11.26538
20,"2012-10-07",12.22,8.33,10.275,-6,2.22,6.67,14,0,592.667559447727,1816.30518988073,127,1,284,999.66193440001,1024.04393280001,10.299776,2,10.621644
1,"2012-10-08",13.89,5.56,9.725,-11,5.56,8.33,15,0,599.081638683676,1819.94102084738,8,1,284,1017.60979433334,1024.04393280001,1.60934,32,3.862416
2,"2012-10-08",12.22,3.89,8.055,-5,4.44,6.67,18,0,552,1718,1,1,1,985.100463133343,1023.36665506668,4.667086,30,6.598294
3,"2012-10-08",18.33,2.22,10.275,-16,2.78,6.67,14,0,624,1758,1,1,1,995.259629133343,1020.99618300001,11.26538,18,11.748182
4,"2012-10-08",21.11,10,15.555,-14,7.22,11.11,5,0,629,1810,1,1,1,997.291462333343,1021.67346073334,2.896812,2,6.276426
5,"2012-10-08",-2.78,-0.56,6.11,-4,-13.89,4.44,23,0,549,1715,1,1,5,980.35951900001,1016.25523886668,15.28873,30,15.932466
6,"2012-10-08",21.11,10,15.555,-12,7.78,11.11,5,0,628,1809,1,1,1,1002.70968420001,1021.33482186668,7.081096,2,10.46071
7,"2012-10-08",17.78,0.56,9.17,-7,1.67,6.11,16,0,597.041279184775,1818.7997522143,8,1,1,971.893547333343,1020.31890526668,17.863674,19,18.346476
8,"2012-10-08",21.11,11.11,16.11,-2,9.44,12.22,9.89290781443228,5.85459177758985,596.701219268292,1818.60954077546,1,1,1,1009.14382266668,1019.64162753334,4.184284,2,7.402964
9,"2012-10-08",18.33,1.67,10,-11,0,5.56,15,0,596.361159351808,1818.41932933661,1,1,284,980.698157866676,1007.45062833334,9.012304,20,14.805928
10,"2012-10-08",30,21.67,25.835,-1,22.78,23.89,0,14,624,1804,307,1,110,1014.56204453334,1015.57796113334,2.896812,1,9.65604
11,"2012-10-08",29.44,18.33,23.885,4,21.67,22.22,0,10,624,1804,131,1,3,1014.56204453334,1015.91660000001,3.379614,34,6.920162
12,"2012-10-08",30,20.56,25.28,4,21.67,22.78,0,13,595.340979602358,1817.84869502007,407,1,24,1014.22340566668,1015.91660000001,1.931208,33,6.43736
13,"2012-10-08",21.11,-0.56,10.275,-8,-10,2.78,14,0,595.000919685874,1817.65848358123,1,1,1,817.812863000008,1012.19157246668,5.954558,19,10.621644
14,"2012-10-08",18.33,-0.56,8.885,-17,1.67,5.56,17,0,631,1806,8,1,1,971.554908466676,1020.31890526668,13.518456,19,14.001258
15,"2012-10-08",13.33,2.78,8.055,-3,4.44,6.11,18,0,551,1716,56,1,3,1009.82110040001,1023.70529393334,1.126538,33,3.057746
16,"2012-10-08",13.89,3.89,8.89,-8,6.11,7.78,17,0,593.980739936424,1817.08784926469,56,1,2,1018.28707206668,1023.02801620001,2.735878,32,4.345218
17,"2012-10-08",18.33,-0.56,8.885,-15,1.11,5.56,17,0,593.64068001994,1816.89763782584,56,1,1,996.952823466676,1021.33482186668,5.310822,19,5.63269
18,"2012-10-08",18.89,5,11.945,-17,3.89,8.33,11,0,626,1805,1,1,1,1003.04832306668,1021.67346073334,6.598294,14,7.563898
19,"2012-10-08",16.11,0.56,8.335,-7,-3.33,3.89,18,0,557,1721,1,1,1,990.51868500001,1016.93251660001,23.013562,21,23.33543
20,"2012-10-08",19.44,4.44,11.94,-7,3.89,8.33,11,0,592.62050027049,1816.3270035093,1,1,1,996.275545733343,1021.33482186668,3.862416,13,8.207634
1,"2012-10-09",15,8.33,11.665,-11,7.22,9.44,12,0,599.034579506438,1819.96283447595,1,1,284,1019.30298866668,1024.38257166668,7.724832,6,9.012304
2,"2012-10-09",11.11,7.22,9.165,-3,7.22,8.33,16,0,553,1716,8,1,284,986.45501860001,1023.36665506668,10.138842,5,10.46071
3,"2012-10-09",18.33,10,14.165,-8,8.89,11.67,7,0,625,1756,1,1,1,990.857323866676,1015.23932226668,14.001258,17,17.219938
4,"2012-10-09",26.67,15,20.835,-3,15,17.22,0,5,629,1808,1,1,1,992.211879333343,1015.91660000001,5.793624,20,7.402964
5,"2012-10-09",-2.78,-0.56,6.11,-4,-13.89,4.44,23,0,550,1713,1,1,5,980.35951900001,1016.25523886668,15.28873,30,15.932466
6,"2012-10-09",27.78,13.33,20.555,-2,15.56,17.22,0,4,629,1808,2,1,1,997.968740066676,1015.91660000001,10.943512,19,11.104446
7,"2012-10-09",24.44,8.89,16.665,1,8.89,12.22,3,0,596.994220007538,1818.82156584287,1,1,1,967.152603200009,1013.54612793334,12.230984,18,23.013562
8,"2012-10-09",28.89,15,21.945,1,16.11,18.33,0.854458233428295,8.0393596212129,596.654160091054,1818.63135440402,1,1,1,1004.06423966668,1017.27115546668,8.529502,18,9.334172
9,"2012-10-09",11.11,3.33,7.22,-8,-0.56,3.89,20,0,596.314100174571,1818.44114296518,127,1,3,985.100463133343,1010.49837813334,18.829278,29,19.794882
10,"2012-10-09",21.67,17.22,19.445,-2,17.78,18.33,0,2,625,1803,11,1,1,1016.93251660001,1018.28707206668,14.48406,1,15.127796
11,"2012-10-09",18.89,15,16.945,-8,15.56,16.11,2,0,625,1803,11,1,1,1016.93251660001,1018.62571093334,7.885766,1,8.529502
12,"2012-10-09",20.56,17.22,18.89,-5,16.67,17.78,0,1,595.29392042512,1817.87050864864,11,1,1,1016.59387773334,1018.28707206668,10.621644,36,10.943512
13,"2012-10-09",13.33,0.56,6.945,-8,-1.11,3.33,20,0,594.953860508637,1817.68029720979,1,1,1,822.553807133341,1017.27115546668,2.253076,10,10.621644
14,"2012-10-09",25,7.78,16.39,-3,9.44,12.22,3,0,631,1805,1,1,1,967.152603200009,1013.54612793334,10.299776,18,20.760486
15,"2012-10-09",13.33,2.22,7.775,-4,6.11,7.78,19,0,552,1714,8,1,1,1011.85293360001,1024.38257166668,4.184284,6,6.43736
16,"2012-10-09",14.44,8.89,11.665,-11,7.78,10,12,0,593.933680759186,1817.10966289325,127,1,284,1019.98026640001,1023.02801620001,8.690436,6,9.173238
17,"2012-10-09",19.44,5,12.22,-6,8.33,11.11,11,0,593.593620842703,1816.91945145441,1,1,1,992.55051820001,1015.91660000001,6.598294,17,8.690436
18,"2012-10-09",26.67,11.67,19.17,-4,13.33,15.56,0,2,627,1803,1,1,1,996.952823466676,1014.56204453334,18.185542,17,19.31208
19,"2012-10-09",17.78,5.56,11.67,-1,2.22,6.67,12,0,558,1720,127,1,14,985.43910200001,1011.17565586668,23.174496,23,26.232242
20,"2012-10-09",26.67,10,18.335,10,13.33,15.56,0,0,592.573441093252,1816.34881713787,1,1,1,990.180046133343,1014.56204453334,11.26538,16,13.035654
1,"2012-10-10",16.11,10,13.055,-8,10.56,11.67,9,0,598.987520329201,1819.98464810452,131,1,17,1008.80518380001,1013.20748906668,0.482802,4,10.299776
2,"2012-10-10",15,7.78,11.39,1,9.44,10,12,0,554,1714,180,1,38,976.634491466676,1012.86885020001,3.21868,30,13.357522
3,"2012-10-10",20.56,5.56,13.06,-9,3.33,8.89,9,0,626,1755,1,1,1,997.63010120001,1022.01209960001,6.598294,5,9.495106
4,"2012-10-10",31.11,21.67,26.39,7,20,21.67,0,15,630,1807,8,1,284,994.58235140001,1017.27115546668,2.092142,15,3.540548
5,"2012-10-10",-2.78,-0.56,6.11,-4,-17.78,4.44,23,0,551,1711,1,1,5,980.35951900001,1016.25523886668,15.28873,31,15.771532
6,"2012-10-10",31.67,18.33,25,6,20,21.67,0,12,629,1807,141,1,284,999.66193440001,1016.93251660001,3.21868,14,4.184284
7,"2012-10-10",20.56,7.22,13.89,-5,3.33,9.44,8,0,596.9471608303,1818.84337947144,1,1,1,974.941297133343,1021.33482186668,11.426314,8,16.0934
8,"2012-10-10",31.11,18.89,25,1,18.89,20.56,-1.92889188631876,10.3193957527168,596.607100913817,1818.65316803259,11,1,1,1005.41879513334,1018.28707206668,4.02335,14,4.184284
9,"2012-10-10",11.67,0.56,6.115,-8,-3.33,2.78,22,0,596.267040997333,1818.46295659374,1,1,1,989.50276840001,1016.25523886668,9.012304,27,15.127796
10,"2012-10-10",27.22,15.56,21.39,-3,17.22,18.33,0,6,625,1802,62,1,1,1018.28707206668,1019.30298866668,3.21868,35,7.563898
11,"2012-10-10",26.67,13.33,20,-3,15.56,16.67,0,3,626,1802,62,1,1,1017.94843320001,1019.64162753334,2.253076,33,3.057746
12,"2012-10-10",27.22,15,21.11,0,16.67,17.78,0,5,595.246861247883,1817.89232227721,58,1,1,1017.94843320001,1019.30298866668,2.896812,34,4.02335
13,"2012-10-10",21.67,0,10.835,-2,1.67,5,13,0,594.906801331399,1817.70211083836,1,1,1,821.537890533342,1017.94843320001,1.287472,14,6.276426
14,"2012-10-10",20,10,15,-6,3.89,10,6,0,632,1803,1,1,1,974.26401940001,1020.99618300001,15.28873,7,19.31208
15,"2012-10-10",12.78,8.33,10.555,1,8.89,9.44,14,0,553,1712,179,1,21,1001.35512873334,1012.86885020001,1.287472,30,5.149888
