"station_nbr","date","tmax","tmin","tavg","depart","dewpoint","wetbulb","heat","cool","sunrise","sunset","codesum","snowfall","preciptotal","stnpressure","sealevel","resultspeed","resultdir","avgspeed"
5,2012-06-13,NA,NA,NA,NA,NA,NA,NA,NA,408,1921," ",NA,NA,NA,NA,NA,NA,NA
6,2012-06-13,35,19,27,0,21,22,0,16,529,1933," ",1,1,29.39,29.91,9.26,15,15.0012
7,2012-06-13,27,21,24,NA,17,20,0,11,602,1816," ",1,1,28.58,29.93,21.4832,16,22.224
8,2012-06-13,32,21,26,NA,21,22,-5,11,602,1816,"BR HZ",NA,1,29.58,NA,7.0376,16,8.1488
9,2012-06-13,23,11,17,NA,10,13,1,0,601,1815,"RA",NA,284,29.26,30.03,16.668,14,17.2236
10,2012-06-13,35,24,29,NA,21,23,0,21,525,1929,"TS",NA,284,29.88,29.9,4.0744,23,11.4824
11,2012-06-13,33,22,27,4,NA,NA,0,18,524,1929," ",1,1,29.86,NA,NA,NA,10.186
12,2012-06-13,33,24,28,NA,22,23,0,19,600,1815," ",1,284,29.86,29.91,1.852,24,10.186
13,2012-06-13,31,10,20,NA,-2,10,0,5,600,1815," ",NA,1,24.14,29.72,11.112,15,12.7788
14,2012-06-13,27,20,23,-1,18,20,0,10,515,1946," ",1,1,28.59,29.94,17.9644,15,20.0016
15,2012-06-13,23,15,19,3,16,17,0,2,406,1926,"RA BR",1,82,29.59,29.98,7.2228,16,8.5192
16,2012-06-13,18,16,17,NA,16,16,2,0,599,1814,"RA FG BR",NA,84,29.86,29.98,9.8156,16,10.3712
17,2012-06-13,30,18,24,NA,16,19,0,11,599,1814," ",1,1,29.31,29.99,9.6304,16,11.112
18,2012-06-13,32,21,26,-1,19,21,0,16,519,1936," ",1,284,29.42,29.93,17.0384,13,19.8164
19,2012-06-13,20,10,15,-5,8,12,5,0,412,1931," ",1,1,29.42,30.17,14.4456,13,14.816
20,2012-06-13,32,20,26,NA,19,21,0,15,598,1813,"RA",1,23,29.21,29.92,10.5564,14,12.5936
1,2012-06-14,25,12,18,NA,11,15,0,1,604,1817,"RA",NA,284,30.05,30.23,9.0748,5,11.2972
2,2012-06-14,22,13,17,1,11,13,0,0,411,1925," ",1,1,29.11,30.23,9.0748,4,11.4824
3,2012-06-14,33,20,26,3,18,21,0,16,506,1942," ",1,1,29.17,29.87,21.1128,16,21.8536
4,2012-06-14,36,25,30,5,21,23,0,22,529,1934," ",1,1,29.2,29.87,11.2972,17,14.4456
5,2012-06-14,NA,NA,NA,NA,NA,NA,NA,NA,408,1921," ",NA,NA,NA,NA,NA,NA,NA
6,2012-06-14,35,24,29,5,21,23,0,21,529,1933," ",1,1,29.36,29.86,22.5944,17,23.3352
7,2012-06-14,33,21,27,NA,21,22,0,17,602,1816," ",1,1,28.51,29.83,34.4472,16,34.8176
8,2012-06-14,32,23,27,NA,21,23,-5,12,602,1816,"BR",NA,5,29.54,NA,13.7048,16,14.0752
9,2012-06-14,20,15,17,NA,13,15,0,0,601,1815,"TS TSRA RA BR",NA,96,29.08,29.84,23.7056,14,25.3724
10,2012-06-14,34,22,28,NA,21,23,-7,12,525,1929,"RA BR",NA,191,29.93,29.98,11.4824,5,15.0012
11,2012-06-14,30,22,26,1,NA,NA,0,15,524,1930,"BR",1,284,29.93,NA,NA,NA,15.1864
12,2012-06-14,30,23,26,NA,22,23,0,16,600,1815,"TS TSRA",1,2,29.93,29.99,13.5196,6,14.6308
13,2012-06-14,28,13,20,NA,4,11,0,5,600,1815," ",NA,1,24.19,29.77,7.408,9,13.3344
14,2012-06-14,32,20,26,3,21,22,0,15,515,1946," ",1,1,28.51,29.84,27.4096,16,27.9652
15,2012-06-14,26,11,18,1,11,14,0,1,406,1927,"BR",1,1,29.83,30.22,2.2224,4,6.1116
16,2012-06-14,22,10,16,NA,11,14,3,0,599,1814," ",NA,284,30.06,30.2,10.186,4,12.2232
17,2012-06-14,33,20,26,NA,18,21,0,16,599,1814," ",1,1,29.23,29.91,15.3716,16,15.742
18,2012-06-14,35,25,30,5,21,23,0,22,519,1936," ",1,1,29.36,29.87,25.1872,15,26.6688
19,2012-06-14,23,11,17,-3,10,13,1,0,412,1931," ",1,1,29.34,30.09,15.5568,14,15.9272
20,2012-06-14,34,24,29,NA,21,23,0,20,598,1813," ",1,1,29.18,29.86,17.9644,15,18.52
1,2012-06-15,23,10,16,NA,10,13,2,0,604,1817," ",NA,1,30.15,30.32,7.5932,6,9.4452
2,2012-06-15,22,13,17,-1,7,12,1,0,411,1925," ",1,1,29.21,30.31,9.4452,5,12.038
3,2012-06-15,30,18,24,-1,19,21,0,12,506,1942,"TSRA BR",1,19,29.22,29.91,7.7784,16,17.9644
4,2012-06-15,36,24,30,5,20,23,0,22,529,1934," ",1,1,29.25,29.9,10.186,17,14.0752
5,2012-06-15,NA,NA,NA,NA,NA,NA,NA,NA,408,1922," ",NA,NA,NA,NA,NA,NA,NA
6,2012-06-15,35,24,29,5,21,23,0,21,529,1933," ",1,1,29.41,29.9,18.8904,16,20.0016
7,2012-06-15,30,18,24,NA,19,21,0,11,602,1816,"TSRA",1,193,28.56,29.91,14.0752,12,21.298
8,2012-06-15,33,22,27,NA,20,23,-6,12,602,1816,"HZ",NA,1,29.58,NA,11.2972,17,12.2232
9,2012-06-15,26,16,21,NA,16,18,0,6,601,1815,"BR HZ",NA,1,29.21,29.95,2.778,7,5.3708
10,2012-06-15,28,24,26,NA,18,21,0,15,525,1929," ",NA,284,30.03,30.05,21.6684,5,22.0388
11,2012-06-15,28,20,24,-3,NA,NA,0,11,524,1930," ",1,1,30.03,NA,NA,NA,19.6312
12,2012-06-15,27,23,25,NA,18,21,0,13,600,1815," ",1,284,30.01,30.06,17.594,6,17.9644
13,2012-06-15,27,14,20,NA,8,13,0,5,600,1815,"TS TSRA",NA,9,24.24,29.85,16.1124,16,22.4092
14,2012-06-15,30,18,24,-1,19,21,0,11,515,1947,"TSRA BR",1,2,28.56,29.91,15.3716,14,22.224
15,2012-06-15,25,7,16,-3,9,13,3,0,406,1927," ",1,1,29.93,30.31,1.4816,10,6.482
16,2012-06-15,22,10,16,NA,10,12,3,0,599,1814," ",NA,2,30.17,30.28,9.0748,4,12.2232
17,2012-06-15,30,18,24,NA,19,21,0,12,599,1814,"TSRA RA VCTS",1,41,29.29,29.96,6.8524,16,12.2232
18,2012-06-15,33,21,27,0,21,23,0,17,519,1937,"TSRA",1,22,29.41,29.91,19.2608,15,22.224
19,2012-06-15,30,13,21,5,11,16,0,7,412,1932," ",1,1,29.3,30.05,14.816,16,18.8904
20,2012-06-15,33,21,27,NA,21,23,0,16,598,1813,"RA VCTS",1,55,29.23,29.91,13.89,15,15.5568
1,2012-06-16,18,10,14,NA,10,12,7,0,604,1817,"BR",NA,1,30.19,30.35,10.5564,6,10.9268
2,2012-06-16,22,11,16,-3,10,12,3,0,411,1926," ",1,1,29.23,30.32,8.7044,7,10.9268
3,2012-06-16,32,22,27,4,20,22,0,17,506,1942," ",1,1,29.27,29.97,18.52,18,19.2608
4,2012-06-16,36,23,29,4,20,23,0,21,529,1934," ",1,1,29.3,29.96,7.5932,14,10.7416
5,2012-06-16,NA,NA,NA,NA,NA,NA,NA,NA,408,1922," ",NA,NA,NA,NA,NA,NA,NA
6,2012-06-16,35,22,28,3,20,23,0,19,529,1934,"BR",1,1,29.46,29.96,10.5564,15,11.6676
7,2012-06-16,32,22,27,NA,20,22,0,16,602,1816," ",1,1,28.62,29.95,19.2608,16,21.6684
8,2012-06-16,33,22,27,NA,21,23,-6,12,602,1816,"BR",NA,1,29.64,NA,6.2968,14,7.0376
9,2012-06-16,27,17,22,NA,16,18,0,8,601,1815,"RA BR",NA,55,29.1,29.85,7.9636,28,11.4824
10,2012-06-16,30,24,27,NA,18,21,0,16,525,1930," ",NA,1,30.06,30.09,22.9648,5,23.3352
11,2012-06-16,28,20,24,-3,NA,NA,0,11,524,1930," ",1,1,30.06,NA,NA,NA,19.6312
12,2012-06-16,28,22,25,NA,18,21,0,13,600,1815," ",1,6,30.06,30.1,19.446,6,20.0016
13,2012-06-16,25,13,19,NA,7,12,0,2,600,1815,"TSRA",NA,284,24.36,30.04,5.3708,23,18.7052
14,2012-06-16,32,21,26,4,20,22,0,16,515,1947," ",1,1,28.62,29.96,16.8532,16,17.2236
15,2012-06-16,22,8,15,-4,10,12,4,0,406,1927," ",1,1,29.95,30.33,5.556,12,6.2968
16,2012-06-16,17,8,12,NA,10,11,9,0,599,1814,"BR",NA,1,30.21,30.31,10.186,5,11.4824
17,2012-06-16,32,21,26,NA,20,22,0,16,599,1814," ",1,1,29.34,30.01,8.5192,18,9.6304
18,2012-06-16,34,23,28,3,20,22,0,20,519,1937," ",1,1,29.47,29.98,22.5944,15,24.076
19,2012-06-16,29,18,23,9,17,19,0,11,412,1932,"TSRA RA BR",1,85,29.2,29.93,12.5936,18,16.4828
20,2012-06-16,33,23,28,NA,20,22,0,19,597,1813," ",1,1,29.28,29.97,13.7048,14,16.1124
1,2012-06-17,21,8,14,NA,9,12,6,0,604,1817,"RA FG+ BR",NA,284,30.08,30.23,3.5188,11,6.482
2,2012-06-17,20,10,15,-5,9,12,5,0,411,1926," ",1,1,29.11,30.21,6.1116,10,7.2228
3,2012-06-17,34,22,28,5,20,22,0,18,506,1943," ",1,1,29.13,29.86,25.928,18,26.854
4,2012-06-17,35,23,29,2,20,22,0,20,529,1935," ",1,1,29.24,29.92,4.63,15,8.7044
5,2012-06-17,NA,NA,NA,NA,NA,NA,NA,NA,408,1923," ",NA,NA,NA,NA,NA,NA,NA
6,2012-06-17,34,20,27,1,20,22,0,17,529,1934," ",1,1,29.4,29.92,7.7784,15,10.7416
7,2012-06-17,32,22,27,NA,20,22,0,17,602,1816," ",1,1,28.5,29.85,27.9652,18,28.5208
8,2012-06-17,32,22,27,NA,20,22,-5,12,602,1816,"BR HZ",NA,1,29.59,NA,5.7412,14,6.1116
9,2012-06-17,26,13,19,NA,13,16,0,3,601,1815,"TSRA RA BR VCTS",NA,87,28.91,29.71,12.5936,16,15.1864
10,2012-06-17,29,22,25,NA,17,20,0,14,525,1930," ",NA,1,30.03,30.06,13.7048,4,15.742
11,2012-06-17,28,17,22,-5,NA,NA,0,9,524,1931," ",1,1,30.03,NA,NA,NA,11.8528
12,2012-06-17,28,18,23,NA,18,20,0,10,600,1815," ",1,1,30.02,30.06,11.4824,6,12.2232
13,2012-06-17,33,15,24,NA,0,12,0,11,600,1815," ",NA,1,24.12,29.69,12.038,26,19.2608
14,2012-06-17,32,21,26,4,20,22,0,16,515,1947," ",1,1,28.5,29.86,21.8536,18,22.4092
15,2012-06-17,22,8,15,-5,10,12,5,0,406,1928,"BR",1,1,29.83,30.21,5.7412,14,7.2228
16,2012-06-17,18,6,12,NA,9,11,10,0,599,1814,"BR",NA,1,30.11,30.2,6.8524,12,8.8896
17,2012-06-17,34,21,27,NA,20,22,0,17,598,1814," ",1,1,29.2,29.9,15.9272,19,16.2976
18,2012-06-17,32,23,27,0,20,22,0,18,519,1937," ",1,284,29.4,29.92,17.594,17,18.1496
19,2012-06-17,28,19,23,9,13,18,0,11,412,1932,"RA",1,5,29.08,29.83,13.7048,23,17.2236
20,2012-06-17,32,21,26,NA,20,22,0,16,597,1813," ",1,1,29.21,29.92,10.0008,16,11.4824
1,2012-06-18,22,12,17,NA,10,13,2,0,604,1817," ",NA,1,30.01,30.17,4.4448,9,6.6672
2,2012-06-18,21,11,16,-3,10,12,3,0,411,1926," ",1,1,29.05,30.15,5.0004,18,7.5932
3,2012-06-18,33,23,28,5,18,22,0,19,506,1943," ",1,1,29.05,29.75,32.41,17,32.41
4,2012-06-18,36,23,29,3,18,22,0,21,529,1935," ",1,1,29.13,29.79,7.9636,15,12.038
5,2012-06-18,NA,NA,NA,NA,NA,NA,NA,NA,408,1923," ",NA,NA,NA,NA,NA,NA,NA
6,2012-06-18,35,21,28,1,19,22,0,18,529,1934," ",1,1,29.28,29.79,16.2976,16,17.4088
7,2012-06-18,32,22,27,NA,18,21,0,17,602,1816," ",1,1,28.38,29.71,37.966,17,38.3364
8,2012-06-18,32,22,27,NA,20,22,-5,12,601,1816,"HZ",NA,1,29.47,NA,8.8896,15,9.6304
9,2012-06-18,32,18,25,NA,17,20,0,14,601,1815,"VCTS",NA,6,28.78,29.51,4.4448,20,9.8156
10,2012-06-18,30,23,26,NA,16,20,0,16,525,1930," ",NA,1,30.02,30.05,10.7416,7,12.038
11,2012-06-18,30,15,22,-6,NA,NA,0,8,525,1931," ",1,1,30.01,NA,NA,NA,8.1488
12,2012-06-18,28,17,22,NA,16,19,0,9,600,1815," ",1,1,30.01,30.06,6.482,7,7.2228
13,2012-06-18,35,18,26,NA,-3,11,0,16,600,1815," ",NA,1,24,29.49,10.7416,21,13.5196
14,2012-06-18,32,21,26,3,18,21,0,16,515,1948," ",1,1,28.38,29.73,32.9656,17,33.5212
15,2012-06-18,20,9,14,-7,10,12,6,0,406,1928," ",1,1,29.78,30.15,3.704,14,5.3708
16,2012-06-18,19,11,15,NA,11,12,5,0,599,1814," ",NA,284,30.03,30.14,7.5932,13,9.6304
17,2012-06-18,34,23,28,NA,18,21,0,19,598,1814," ",1,1,29.11,29.79,21.8536,18,21.8536
18,2012-06-18,33,24,28,2,18,22,0,20,519,1938," ",1,1,29.28,29.8,26.854,16,27.9652
19,2012-06-18,33,22,27,16,18,21,0,18,412,1933,"RA",1,2,28.95,29.67,31.6692,21,32.2248
20,2012-06-18,33,22,27,NA,19,22,0,18,597,1813," ",1,1,29.1,29.79,21.1128,15,21.8536
1,2012-06-19,25,12,18,NA,14,16,0,1,604,1817," ",NA,1,29.96,30.11,12.4084,22,13.5196
2,2012-06-19,21,12,16,-2,14,15,2,0,411,1927," ",1,1,29.05,30.12,18.1496,23,18.52
3,2012-06-19,32,23,27,4,20,22,0,18,506,1943," ",1,1,29.12,29.81,33.7064,17,33.8916
4,2012-06-19,35,23,29,2,21,23,0,20,529,1935,"TSRA",1,2,29.18,29.83,13.89,15,17.4088
5,2012-06-19,NA,NA,NA,NA,NA,NA,NA,NA,408,1923," ",NA,NA,NA,NA,NA,NA,NA
6,2012-06-19,33,23,28,1,21,23,0,18,529,1935,"TS",1,1,29.33,29.83,23.15,15,23.8908
7,2012-06-19,31,22,26,NA,18,21,0,16,602,1816," ",1,1,28.44,29.76,42.596,17,42.9664
8,2012-06-19,31,22,26,NA,21,23,-5,12,601,1816,"VCTS",NA,1,29.52,NA,14.816,14,15.0012
9,2012-06-19,33,21,27,NA,20,22,-5,11,601,1815,"TSRA VCTS",NA,284,28.89,NA,15.742,16,21.4832
10,2012-06-19,31,22,26,NA,18,21,0,16,525,1931," ",NA,1,30.08,30.1,12.7788,8,13.5196
11,2012-06-19,30,16,23,-6,NA,NA,0,9,525,1931," ",1,3,30.07,NA,NA,NA,12.5936
12,2012-06-19,29,18,23,NA,18,20,0,10,600,1815,"RA",1,18,30.06,30.11,8.1488,8,9.0748
13,2012-06-19,33,15,24,NA,-1,12,0,12,600,1815," ",NA,1,23.99,29.48,5.3708,9,17.7792
14,2012-06-19,31,22,26,3,18,21,0,16,515,1948," ",1,1,28.45,29.77,35.9288,17,36.114
15,2012-06-19,25,13,19,1,15,16,0,2,406,1928,"BR",1,1,29.72,30.08,8.5192,17,9.26
16,2012-06-19,24,12,18,NA,14,16,0,0,599,1814," ",NA,2,29.98,30.07,11.2972,22,12.7788
17,2012-06-19,33,23,28,NA,19,22,0,19,598,1814," ",1,1,29.19,29.85,26.1132,17,26.1132
18,2012-06-19,33,24,28,2,20,22,0,20,519,1938," ",1,2,29.36,29.85,34.8176,16,35.3732
19,2012-06-19,34,24,29,18,18,22,0,20,413,1933," ",1,1,29.13,29.85,28.3356,22,29.0764
20,2012-06-19,33,23,28,NA,20,22,0,19,597,1813," ",1,1,29.16,29.84,27.0392,15,27.2244
1,2012-06-20,35,18,26,NA,20,22,0,16,604,1817," ",NA,1,29.79,29.93,8.334,28,11.6676
2,2012-06-20,33,17,25,12,20,22,0,13,411,1927,"BR",1,1,28.92,29.97,18.8904,27,19.446
3,2012-06-20,32,24,28,4,19,22,0,18,506,1944," ",1,1,29.2,29.88,30.3728,17,30.3728
4,2012-06-20,34,24,29,2,21,23,0,20,530,1935," ",1,2,29.23,29.89,13.5196,15,15.1864
5,2012-06-20,NA,NA,NA,NA,NA,NA,NA,NA,408,1924," ",NA,NA,NA,NA,NA,NA,NA
6,2012-06-20,32,23,27,1,22,23,0,18,530,1935,"RA",1,284,29.39,29.89,18.7052,14,19.8164
7,2012-06-20,31,22,26,NA,19,21,0,16,602,1816," ",1,1,28.53,29.85,37.2252,17,37.4104
8,2012-06-20,31,22,26,NA,21,22,-4,12,601,1816,"TS RA VCTS",NA,6,29.57,NA,10.0008,15,11.6676
9,2012-06-20,27,17,22,NA,18,20,0,8,601,1816,"TS TSRA RA",NA,18,29.02,29.73,9.0748,22,15.742
10,2012-06-20,30,25,27,NA,19,22,0,18,525,1931,"RA",NA,2,30.05,30.07,20.7424,8,21.1128
11,2012-06-20,30,19,24,-3,19,21,0,12,525,1932," ",1,284,30.06,30.08,17.7792,8,17.2236
12,2012-06-20,28,23,25,NA,19,21,0,14,600,1815," ",1,1,30.04,30.08,18.1496,9,18.52
13,2012-06-20,21,11,16,NA,6,11,3,0,600,1815,"RA BR",NA,284,24.32,29.93,10.186,4,14.0752
14,2012-06-20,32,22,27,4,19,21,0,17,516,1948," ",1,1,28.53,29.85,30.7432,17,31.1136
15,2012-06-20,35,16,25,13,18,21,0,14,406,1929,"BR",1,1,29.57,29.92,7.9636,30,7.9636
16,2012-06-20,35,18,26,NA,20,22,0,15,599,1814," ",NA,1,29.81,29.89,9.8156,28,10.7416
17,2012-06-20,32,23,27,NA,19,22,0,17,598,1814," ",1,1,29.26,29.93,21.1128,17,21.298
18,2012-06-20,33,24,28,2,20,22,0,20,520,1938," ",1,1,29.41,29.91,28.706,16,29.0764
19,2012-06-20,33,25,29,18,17,21,0,20,413,1933," ",1,1,29.15,29.88,29.632,21,30.0024
20,2012-06-20,33,23,28,NA,20,22,0,19,597,1813," ",1,1,29.22,29.9,22.0388,15,22.5944
1,2012-06-21,35,23,29,NA,20,22,0,20,604,1817," ",NA,1,29.65,29.79,8.1488,29,10.7416
2,2012-06-21,32,23,27,17,18,21,0,18,411,1927," ",1,1,28.79,29.84,15.9272,29,16.8532
3,2012-06-21,28,20,24,-3,20,21,0,11,507,1944,"TS TSRA RA",1,41,29.3,29.99,3.3336,16,12.964
4,2012-06-21,35,22,28,1,18,22,0,19,530,1936," ",1,1,29.28,29.94,2.5928,11,6.2968
5,2012-06-21,NA,NA,NA,NA,NA,NA,NA,NA,408,1924," ",NA,NA,NA,NA,NA,NA,NA
6,2012-06-21,35,21,28,1,19,22,0,18,530,1935," ",1,1,29.44,29.94,6.1116,8,7.7784
7,2012-06-21,26,21,23,NA,20,21,0,10,602,1816,"TSRA RA BR VCTS",1,28,28.67,NA,3.704,19,16.2976
8,2012-06-21,32,22,27,NA,20,22,-5,12,601,1816,"BR HZ",NA,1,29.6,NA,3.5188,9,5.1856
9,2012-06-21,25,16,20,NA,13,16,0,4,601,1816," ",NA,2,29.2,29.93,16.668,29,18.3348
10,2012-06-21,30,25,27,NA,20,22,0,18,526,1931," ",NA,1,29.98,29.98,17.2236,9,17.594
11,2012-06-21,29,20,24,-3,20,21,0,12,525,1932," ",1,1,29.97,29.99,14.816,8,15.5568
12,2012-06-21,30,23,26,NA,20,22,0,16,600,1815," ",1,1,29.96,30,12.7788,9,13.3344
13,2012-06-21,27,13,20,NA,6,12,0,4,600,1815," ",NA,1,24.33,29.98,33.336,16,33.8916
14,2012-06-21,26,22,24,-2,20,21,0,11,516,1948,"TSRA RA",1,284,28.67,30,0.926,28,15.0012
15,2012-06-21,35,18,26,15,19,22,0,16,406,1929,"BR",1,1,29.44,29.78,8.334,31,9.6304
16,2012-06-21,34,23,28,NA,20,23,0,20,599,1814," ",NA,1,29.67,29.75,10.0008,30,10.7416
17,2012-06-21,29,20,24,NA,20,21,0,12,598,1814,"RA VCTS",1,8,29.36,30.03,1.6668,15,7.7784
18,2012-06-21,35,23,29,2,18,22,0,20,520,1938," ",1,1,29.46,29.97,7.2228,14,10.186
19,2012-06-21,29,20,24,10,13,18,0,12,413,1934," ",1,284,29.17,29.89,14.4456,28,17.9644
20,2012-06-21,34,22,28,NA,19,22,0,19,597,1813," ",1,1,29.26,29.96,5.1856,13,7.0376
1,2012-06-22,34,21,27,NA,18,21,0,18,604,1817,"RA",NA,284,29.59,29.75,7.9636,26,10.7416
2,2012-06-22,31,20,25,13,18,20,0,14,411,1927,"TSRA RA BR",1,49,28.72,29.78,15.5568,28,16.668
3,2012-06-22,32,19,25,-1,17,20,0,14,507,1944,"FG+ BCFG BR",1,1,29.22,29.94,6.2968,4,9.26
4,2012-06-22,36,21,28,1,17,21,0,19,530,1936," ",1,1,29.21,29.89,0,12,3.3336
5,2012-06-22,NA,NA,NA,NA,NA,NA,NA,NA,409,1924," ",NA,NA,NA,NA,NA,NA,NA
6,2012-06-22,36,19,27,0,17,21,0,17,530,1935," ",1,1,29.37,29.89,3.8892,9,7.0376
7,2012-06-22,31,22,26,NA,20,22,0,16,602,1816,"BR",1,1,28.59,29.94,7.9636,9,9.26
8,2012-06-22,33,21,27,NA,18,22,-5,12,601,1816,"BR",NA,1,29.55,NA,2.5928,6,4.2596
9,2012-06-22,26,15,20,NA,13,16,0,5,601,1816," ",NA,1,29.23,29.97,8.334,31,9.8156
10,2012-06-22,31,25,28,NA,22,23,0,18,526,1931,"RA",NA,4,29.89,29.91,11.112,11,12.7788
11,2012-06-22,30,20,25,-3,22,23,0,13,525,1932," ",1,1,29.88,29.91,7.408,9,9.6304
12,2012-06-22,30,21,25,NA,22,23,0,14,600,1815,"RA BR",1,148,29.88,29.92,7.0376,13,8.5192
13,2012-06-22,36,13,24,NA,3,13,0,12,600,1815," ",NA,1,24.12,29.67,14.2604,20,19.6312
14,2012-06-22,32,21,26,2,20,21,0,16,516,1949,"BR",1,1,28.58,29.94,7.7784,9,10.0008
15,2012-06-22,33,18,25,13,16,20,0,14,407,1929,"BR",1,1,29.38,29.74,9.0748,31,10.3712
16,2012-06-22,33,22,27,NA,19,22,0,18,599,1814,"RA",NA,284,29.62,29.7,9.6304,28,12.2232
17,2012-06-22,33,19,26,NA,17,20,0,15,598,1814,"BR",1,1,29.28,29.97,6.482,4,6.8524
18,2012-06-22,36,24,30,3,18,22,0,22,520,1939," ",1,1,29.38,29.9,4.0744,7,8.334
19,2012-06-22,26,16,21,2,12,16,0,5,413,1934," ",1,1,29.24,29.97,4.4448,11,13.89
20,2012-06-22,36,21,28,NA,18,22,0,20,597,1813," ",1,1,29.2,29.9,0.926,5,6.482
1,2012-06-23,30,17,23,NA,16,18,0,10,604,1817,"TSRA RA",NA,63,29.67,29.84,3.3336,6,7.408
2,2012-06-23,27,15,21,4,15,17,0,6,412,1928,"TSRA RA BR",1,19,28.77,29.86,12.2232,29,13.5196
3,2012-06-23,36,18,27,1,18,21,0,16,507,1944," ",1,1,29.15,29.86,15.5568,18,17.0384
4,2012-06-23,37,22,29,3,16,21,0,21,530,1936," ",1,1,29.2,29.86,2.0372,13,5.556
5,2012-06-23,NA,NA,NA,NA,NA,NA,NA,NA,409,1924," ",NA,NA,NA,NA,NA,NA,NA
6,2012-06-23,36,21,28,2,17,21,0,19,530,1935," ",1,1,29.35,29.85,5.0004,15,7.7784
7,2012-06-23,34,24,29,NA,18,22,0,20,602,1816," ",1,1,28.52,29.85,25.5576,18,26.1132
8,2012-06-23,35,22,28,NA,19,22,-6,13,601,1816," ",NA,1,29.52,NA,2.5928,13,5.0004
9,2012-06-23,25,17,21,NA,15,17,0,6,601,1816," ",1,284,29.17,29.92,11.6676,15,12.038
10,2012-06-23,32,25,28,NA,22,24,0,19,526,1932," ",NA,2,29.9,29.93,7.9636,16,11.8528
11,2012-06-23,30,22,26,-1,22,23,0,15,526,1932,"TS RA BR",1,17,29.9,29.94,0.3704,3,6.8524
12,2012-06-23,30,23,26,NA,22,23,0,15,600,1815,"TS RA FG",1,145,29.9,29.94,3.704,18,5.7412
13,2012-06-23,37,16,26,NA,-3,12,0,16,600,1815," ",NA,1,24.14,29.65,9.4452,18,12.964
14,2012-06-23,36,21,28,5,18,21,0,19,516,1949," ",1,1,28.53,29.85,19.2608,17,19.8164
15,2012-06-23,30,13,21,6,14,17,0,7,407,1929,"RA BR VCTS",1,5,29.44,29.83,7.0376,31,8.334
16,2012-06-23,28,15,21,NA,17,18,0,7,599,1814,"RA BR",NA,119,29.68,29.81,3.3336,30,8.8896
17,2012-06-23,37,18,27,NA,17,21,0,17,598,1814," ",1,1,29.22,29.9,10.9268,19,11.112
18,2012-06-23,36,26,31,5,18,22,0,24,520,1939," ",1,1,29.37,29.87,13.1492,13,14.4456
19,2012-06-23,23,13,18,-2,13,16,0,1,413,1934," ",1,1,29.28,30.01,9.0748,13,9.6304
20,2012-06-23,36,25,30,NA,18,22,0,23,597,1813," ",1,1,29.18,29.87,8.5192,13,10.3712
1,2012-06-24,28,15,21,NA,12,16,0,7,604,1817," ",NA,1,29.75,29.91,5.7412,26,10.5564
2,2012-06-24,26,15,20,2,12,15,0,4,412,1928,"RA",1,2,28.87,29.94,14.2604,28,15.9272
3,2012-06-24,37,23,30,8,17,22,0,23,507,1944," ",1,1,29.18,29.88,9.6304,18,10.7416
4,2012-06-24,38,23,30,5,17,22,0,23,531,1936," ",1,1,29.23,29.88,1.2964,15,3.1484
5,2012-06-24,NA,NA,NA,NA,NA,NA,NA,NA,409,1924," ",NA,NA,NA,NA,NA,NA,NA
6,2012-06-24,37,21,29,3,18,22,0,20,531,1936," ",1,1,29.39,29.88,0.7408,16,4.4448
7,2012-06-24,36,22,29,NA,17,21,0,20,602,1816," ",1,1,28.56,29.89,17.4088,19,18.52
8,2012-06-24,37,22,29,NA,20,23,-8,13,601,1816," ",NA,1,29.55,NA,1.852,11,2.0372
9,2012-06-24,28,18,23,NA,16,19,0,9,601,1816," ",NA,1,29.26,29.99,10.5564,3,12.4084
10,2012-06-24,28,23,25,NA,22,23,0,14,526,1932,"RA BR",NA,108,29.9,29.9,20.372,13,21.6684
11,2012-06-24,27,22,24,-4,22,23,0,12,526,1932,"RA BR",1,123,29.89,29.91,15.5568,13,17.0384
12,2012-06-24,27,22,24,NA,22,23,0,13,600,1815,"RA BR",1,58,29.88,29.91,11.8528,14,14.2604
13,2012-06-24,36,16,26,NA,1,13,0,15,599,1815," ",NA,1,24.29,29.82,4.4448,32,14.2604
14,2012-06-24,37,19,28,4,16,21,0,18,517,1949," ",1,1,28.56,NA,13.3344,18,14.816
15,2012-06-24,28,11,19,1,11,15,0,3,407,1930,"RA",1,284,29.54,29.9,5.3708,30,7.9636
16,2012-06-24,28,15,21,NA,13,16,0,6,598,1814," ",NA,2,29.78,29.87,4.4448,29,9.4452
17,2012-06-24,38,19,28,NA,17,21,0,19,598,1814," ",1,1,29.24,29.93,2.9632,20,4.0744
18,2012-06-24,37,23,30,4,17,22,0,23,520,1939," ",1,1,29.39,29.9,4.0744,13,6.482
19,2012-06-24,30,16,23,5,14,17,0,9,414,1934," ",1,1,29.25,29.98,6.2968,35,15.742
20,2012-06-24,37,22,29,NA,17,22,0,21,597,1814," ",1,1,29.2,29.89,1.4816,12,4.2596
1,2012-06-25,22,17,19,NA,16,17,0,3,604,1817,"RA BR",NA,79,29.58,29.73,6.1116,21,7.9636
2,2012-06-25,20,14,17,-3,15,16,1,0,412,1928,"RA",1,77,28.68,29.73,10.5564,24,15.1864
