"station_nbr","date","tmax","tmin","tavg","depart","dewpoint","wetbulb","heat","cool","sunrise","sunset","codesum","snowfall","preciptotal","stnpressure","sealevel","resultspeed","resultdir","avgspeed"
19,2012-07-07,"86","68","77"," 6","63","67","0","12",420,1933," ","0.0","0.00","29.28","29.99","11.9","01","13.1"
20,2012-07-07,"102","73","88","M","68","73","0","23",596.997003753579,1814.29833605258,"RA","0.0","0.37","29.28","29.97"," 1.2","15","4.6"
1,2012-07-08,"88","64","76","M","58","65","0","11",603.411082989528,1817.93416701922," ","M","0.00","29.65","29.82"," 4.1","32","5.7"
2,2012-07-08,"85","66","76"," 7","59","66","0","11",419,1926," ","0.0","0.00","28.77","29.84"," 8.3","31","8.9"
3,2012-07-08,"95","75","85"," 2","68","74","0","20",513,1944,"TS TSRA RA","0.0","0.02","29.24","29.95"," 1.0","26","5.4"
4,2012-07-08,"99","75","87"," 3","69","74","0","22",536,1936,"RA","0.0","0.01","29.29","29.96"," 0.9","16","3.4"
5,2012-07-08,"M","M","M","M","M","M","M","M",416,1923," ","M","M","M","M","M","M","M"
6,2012-07-08,"96","74","85"," 2","70","74","0","20",536,1936," ","0.0","  T","29.45","29.95"," 4.2","17","6.9"
7,2012-07-08,"96","71","84","M","64","71","0","19",601.370723490627,1816.79289838615," ","0.0","  T","28.63","29.96"," 2.7","06","5.7"
8,2012-07-08,"95","77","M","M","71","75","M","M",601.030663574143,1816.6026869473,"RA VCTS","M","0.00","29.63","M"," 3.8","18","4.9"
9,2012-07-08,"89","70","80","M","61","68","0","15",600.69060365766,1816.41247550845," ","M","0.00","29.36","30.10"," 4.6","32","5.3"
10,2012-07-08,"97","79","88","M","71","76","0","23",532,1932," ","M","0.00","30.03","30.05"," 3.9","19","6.6"
11,2012-07-08,"95","73","84"," 3","72","76","0","19",531,1932,"BR","0.0","0.00","30.01","30.05"," 3.8","22","5.7"
12,2012-07-08,"96","75","86","M","72","76","0","21",599.670423908209,1815.84184119192," ","0.0","0.00","30.01","30.05"," 1.9","21","5.7"
13,2012-07-08,"74","60","67","M","59","61","0"," 2",599.330363991726,1815.65162975307,"RA BR","M","0.03","24.50","30.20"," 2.2","35","3.6"
14,2012-07-08,"98","69","84"," 3","64","71","0","19",522,1948," ","0.0","0.00","28.63","29.96"," 2.7","06","5.2"
15,2012-07-08,"85","57","71"," 2","56","62","0"," 6",414,1928,"BR","0.0","0.00","29.44","29.82"," 5.4","32","6.1"
16,2012-07-08,"87","63","75","M","59","66","0","10",598.310184242275,1815.08099543653," ","M","0.00","29.67","29.78"," 5.7","32","6.5"
17,2012-07-08,"97","77","87","M","66","72","0","22",597.970124325792,1814.89078399768," ","0.0","  T","29.31","29.99"," 1.1","05","3.1"
18,2012-07-08,"97","76","87"," 1","69","74","0","22",526,1939,"TS","0.0","0.00","29.46","29.96"," 4.9","15","5.5"
19,2012-07-08,"81","67","74"," 3","57","64","0"," 9",421,1933," ","0.0","0.00","29.33","30.06"," 4.9","05","8.0"
20,2012-07-08,"97","73","85","M","71","74","0","20",596.949944576341,1814.32014968114,"RA BR","0.0","0.12","29.26","29.96"," 3.5","13","4.7"
1,2012-07-09,"83","59","71","M","50","59","0"," 6",603.36402381229,1817.95598064779," ","M","0.00","29.77","29.94"," 3.4","32","4.2"
2,2012-07-09,"80","60","70"," 0","49","58","0"," 5",420,1926," ","0.0","0.00","28.87","29.95"," 6.3","32","6.9"
3,2012-07-09,"98","74","86"," 3","68","73","0","21",514,1943," ","0.0","0.00","29.22","29.92"," 4.5","07","6.1"
4,2012-07-09,"99","72","86"," 1","71","74","0","21",536,1936,"TS TSRA RA","0.0","0.85","29.26","29.92"," 1.4","21","4.1"
5,2012-07-09,"M","M","M","M","M","M","M","M",417,1923," ","M","M","M","M","M","M","M"
6,2012-07-09,"97","73","85"," 2","71","74","0","20",536,1936,"TS TSRA RA BR","0.0","0.38","29.41","29.91"," 5.1","19","8.1"
7,2012-07-09,"97","73","85","M","68","72","0","20",601.323664313389,1816.81471201471,"TS RA BR VCTS","0.0","0.12","28.61","29.93"," 5.8","35","8.1"
8,2012-07-09,"95","73","M","M","70","74","M","M",600.983604396906,1816.62450057587,"RA VCTS","M","0.00","29.58","M"," 3.2","20","4.8"
9,2012-07-09,"86","66","76","M","56","64","0","11",600.643544480422,1816.43428913702," ","M","0.00","29.36","30.11"," 5.5","35","6.3"
10,2012-07-09,"98","79","89","M","71","76","0","24",532,1932," ","M","0.00","29.98","30.00"," 5.9","20","8.3"
11,2012-07-09,"95","75","85"," 4","72","76","0","20",532,1932," ","0.0","0.00","29.96","29.99"," 5.0","22","5.5"
12,2012-07-09,"96","75","86","M","71","76","0","21",599.623364730972,1815.86365482048," ","0.0","0.00","29.96","30.00"," 4.0","20","5.8"
13,2012-07-09,"77","60","69","M","57","61","0"," 4",599.283304814488,1815.67344338164,"TSRA BR","M","0.43","24.50","30.19"," 1.8","12","4.3"
14,2012-07-09,"99","74","87"," 6","68","73","0","22",523,1948,"RA","0.0","0.21","28.60","29.93"," 6.8","35","9.3"
15,2012-07-09,"81","50","66","-3","48","56","0"," 1",415,1927," ","0.0","0.00","29.55","29.93"," 4.6","32","5.0"
16,2012-07-09,"82","58","70","M","53","60","0"," 5",598.263125065038,1815.1028090651," ","M","0.00","29.79","29.90"," 5.1","32","5.6"
17,2012-07-09,"99","73","86","M","67","73","0","21",597.923065148554,1814.91259762625," ","0.0","0.00","29.28","29.95"," 5.1","06","6.0"
18,2012-07-09,"97","77","87"," 1","70","74","0","22",527,1939," ","0.0","  T","29.40","29.91"," 1.8","14","6.2"
19,2012-07-09,"80","68","74"," 3","61","66","0"," 9",421,1932," ","0.0","0.00","29.33","30.05"," 5.5","04","6.9"
20,2012-07-09,"97","75","86","M","71","75","0","21",596.902885399104,1814.34196330971,"VCTS","0.0","0.04","29.21","29.91"," 1.7","14","4.6"
1,2012-07-10,"84","55","70","M","50","59","0"," 5",603.316964635053,1817.97779427636," ","M","  T","29.88","30.05"," 1.8","26","2.5"
2,2012-07-10,"80","63","72"," 2","46","58","0"," 7",420,1925," ","0.0","0.00","28.97","30.05"," 2.5","30","5.1"
3,2012-07-10,"95","75","85"," 2","65","72","0","20",515,1943,"TS RA","0.0","0.02","29.23","29.93"," 5.0","03","6.1"
4,2012-07-10,"91","72","82","-3","72","74","0","17",537,1936,"TS TSRA RA BR","0.0","0.51","29.23","29.90"," 0.7","18","2.0"
5,2012-07-10,"M","M","M","M","M","M","M","M",417,1922," ","M","M","M","M","M","M","M"
6,2012-07-10,"89","72","81","-2","72","75","0","16",537,1935,"TSRA RA BR","0.0","0.25","29.38","29.89"," 3.0","17","4.4"
7,2012-07-10,"93","72","83","M","69","73","0","18",601.276605136152,1816.83652564328,"BR VCTS","0.0","  T","28.63","29.95"," 4.6","02","6.8"
8,2012-07-10,"82","72","M","M","71","73","M","M",600.936545219668,1816.64631420443,"RA DZ VCTS","M","0.46","29.55","M"," 2.1","20","2.6"
9,2012-07-10,"87","65","76","M","56","64","0","11",600.596485303185,1816.45610276559," ","M","0.00","29.38","30.12"," 0.5","09","2.9"
10,2012-07-10,"97","79","88","M","71","75","0","23",533,1931,"TS","M","  T","29.98","30.00"," 5.0","18","6.7"
11,2012-07-10,"93","75","84"," 3","72","75","0","19",532,1932,"TS","0.0","0.00","29.96","30.00"," 2.7","23","3.1"
12,2012-07-10,"94","75","85","M","72","75","0","20",599.576305553734,1815.88546844905,"TSRA","0.0","0.02","29.96","30.01"," 3.1","19","4.5"
13,2012-07-10,"83","59","71","M","53","60","0"," 6",599.236245637251,1815.6952570102," ","M","0.00","24.44","30.11"," 4.5","14","7.6"
14,2012-07-10,"91","74","83"," 1","69","72","0","18",524,1948,"TS RA","0.0","0.17","28.61","29.95"," 3.9","03","6.8"
15,2012-07-10,"82","46","64","-5","49","56","1"," 0",416,1927," ","0.0","0.00","29.65","30.04"," 1.5","31","1.7"
16,2012-07-10,"83","52","68","M","52","59","0"," 3",598.2160658878,1815.12462269366," ","M","0.00","29.90","30.01"," 0.4","09","4.1"
17,2012-07-10,"97","73","85","M","65","72","0","20",597.876005971317,1814.93441125482,"VCTS","0.0","0.00","29.29","29.96"," 4.8","03","5.6"
18,2012-07-10,"94","75","85","-1","70","74","0","20",527,1938," ","0.0","0.05","29.39","29.90"," 4.1","07","5.2"
19,2012-07-10,"77","64","71"," 0","60","64","0"," 6",422,1932," ","0.0","0.00","29.39","30.13"," 7.2","03","7.7"
20,2012-07-10,"92","73","83","M","71","74","0","18",596.855826221866,1814.36377693828,"RA BR","0.0","0.04","29.20","29.89"," 3.9","08","4.7"
1,2012-07-11,"87","59","73","M","56","63","0"," 8",603.269905457815,1817.99960790493," ","M","0.00","29.99","30.16"," 2.3","13","3.7"
2,2012-07-11,"84","62","73"," 3","56","63","0"," 8",421,1925," ","0.0","0.00","29.08","30.17"," 3.0","24","5.8"
3,2012-07-11,"98","70","84"," 1","62","70","0","19",515,1943," ","0.0","0.00","29.23","29.93"," 3.2","06","4.9"
4,2012-07-11,"88","72","80","-5","73","74","0","15",537,1936,"TS TSRA RA BR","0.0","0.12","29.22","29.90"," 0.6","29","2.2"
5,2012-07-11,"M","M","M","M","M","M","M","M",418,1922," ","M","M","M","M","M","M","M"
6,2012-07-11,"86","73","80","-3","73","74","0","15",537,1935,"TS TSRA RA BR HZ","0.0","0.44","29.38","29.89"," 1.1","16","2.2"
7,2012-07-11,"95","69","82","M","62","70","0","17",601.229545958914,1816.85833927185,"TS","0.0","0.00","28.61","29.95"," 3.1","04","4.1"
8,2012-07-11,"84","73","M","M","70","72","M","M",600.889486042431,1816.668127833,"VCTS","M","0.00","29.55","M"," 3.3","18","3.2"
9,2012-07-11,"89","64","77","M","58","65","0","12",600.549426125947,1816.47791639415," ","M","0.00","29.33","30.09"," 3.5","19","4.6"
10,2012-07-11,"94","78","86","M","69","74","0","21",533,1931," ","M","0.18","30.00","30.03"," 1.7","18","5.3"
11,2012-07-11,"91","73","82"," 1","71","74","0","17",533,1932,"TS","0.0","0.00","29.98","30.03"," 1.5","15","4.5"
12,2012-07-11,"91","73","82","M","71","74","0","17",599.529246376497,1815.90728207762," ","0.0","0.00","29.98","30.03"," 3.4","16","4.6"
13,2012-07-11,"87","59","73","M","51","60","0"," 8",599.189186460013,1815.71707063877," ","M","0.00","24.38","30.01"," 3.9","17","7.4"
14,2012-07-11,"95","71","83"," 1","64","71","0","18",524,1948,"TSRA","0.0","0.01","28.60","29.94"," 2.8","02","4.2"
15,2012-07-11,"86","50","68","-1","52","60","0"," 3",416,1927," ","0.0","0.00","29.77","30.15"," 1.2","16","M"
16,2012-07-11,"82","58","70","M","58","63","0"," 5",598.169006710563,1815.14643632223," ","M","  T","30.02","30.13"," 2.5","13","4.8"
17,2012-07-11,"99","71","85","M","62","70","0","20",597.828946794079,1814.95622488338," ","0.0","0.00","29.28","29.96"," 3.4","04","4.0"
18,2012-07-11,"96","74","85","-1","67","73","0","20",528,1938," ","0.0","0.00","29.39","29.90"," 5.6","06","7.6"
19,2012-07-11,"82","62","72"," 1","59","65","0"," 7",423,1931," ","0.0","0.00","29.39","30.13"," 4.0","07","5.8"
20,2012-07-11,"97","72","85","M","68","73","0","20",596.808767044629,1814.38559056685," ","0.0","0.00","29.20","29.89"," 4.9","06","6.3"
1,2012-07-12,"89","63","76","M","60","67","0","11",603.222846280578,1818.02142153349," ","M","0.00","30.00","30.16"," 3.7","18","5.0"
2,2012-07-12,"88","64","76"," 6","58","65","0","11",422,1924," ","0.0","0.00","29.10","30.18"," 9.3","25","9.8"
3,2012-07-12,"100","74","87"," 4","63","71","0","22",516,1943," ","0.0","0.00","29.22","29.92"," 3.6","09","5.2"
4,2012-07-12,"96","73","85"," 0","71","74","0","20",538,1936,"BR","0.0","0.00","29.23","29.90"," 0.7","20","2.6"
5,2012-07-12,"M","M","M","M","M","M","M","M",419,1921," ","M","M","M","M","M","M","M"
6,2012-07-12,"94","73","84"," 1","72","75","0","19",538,1935,"BR","0.0","0.10","29.39","29.89"," 1.3","17","3.5"
7,2012-07-12,"96","69","83","M","63","70","0","18",601.182486781677,1816.88015290041,"HZ","0.0","0.00","28.59","29.93"," 3.0","11","5.0"
8,2012-07-12,"88","75","M","M","69","73","M","M",600.842426865193,1816.68994146157,"TSRA RA VCTS","M","0.02","29.57","M"," 2.9","19","3.7"
9,2012-07-12,"91","66","79","M","61","68","0","14",600.50236694871,1816.49973002272," ","M","0.00","29.24","29.99"," 7.5","16","8.1"
10,2012-07-12,"93","80","87","M","72","76","0","22",534,1931," ","M","  T","30.00","30.02"," 7.7","10","8.7"
11,2012-07-12,"90","72","81"," 0","73","76","0","16",533,1932," ","0.0","0.00","29.99","30.03"," 6.5","09","6.6"
12,2012-07-12,"90","72","81","M","73","75","0","16",599.482187199259,1815.92909570618," ","0.0","  T","29.99","30.03"," 4.7","10","5.0"
13,2012-07-12,"89","60","75","M","46","58","0","10",599.142127282776,1815.73888426734," ","M","0.00","24.37","29.96"," 2.1","27","7.8"
14,2012-07-12,"97","69","83"," 1","64","71","0","18",525,1947," ","0.0","0.00","28.59","29.93"," 3.3","11","4.8"
15,2012-07-12,"91","58","75"," 6","58","65","0","10",417,1926," ","0.0","0.00","29.77","30.14"," 0.5","27","2.1"
16,2012-07-12,"82","59","71","M","60","65","0"," 6",598.121947533325,1815.1682499508," ","M","0.00","30.03","30.13"," 4.6","17","5.9"
17,2012-07-12,"100","71","86","M","63","71","0","21",597.781887616842,1814.97803851195," ","0.0","0.00","29.28","29.96"," 1.3","09","2.3"
18,2012-07-12,"95","75","85","-2","69","74","0","20",528,1938," ","0.0","0.00","29.41","29.91"," 5.5","08","7.0"
19,2012-07-12,"86","67","77"," 5","59","66","0","12",424,1931," ","0.0","0.00","29.34","30.08"," 7.5","14","8.2"
20,2012-07-12,"95","74","85","M","69","73","0","20",596.761707867391,1814.40740419541," ","0.0","0.00","29.21","29.90"," 4.9","07","5.8"
1,2012-07-13,"93","67","80","M","62","68","0","15",603.17578710334,1818.04323516206," ","M","0.00","29.99","30.15"," 5.5","21","6.3"
2,2012-07-13,"85","66","76"," 6","62","67","0","11",423,1924," ","0.0","0.00","29.10","30.18"," 8.1","23","9.1"
3,2012-07-13,"98","72","85"," 2","67","72","0","20",516,1942,"TSRA RA","0.0","0.08","29.26","29.95"," 2.7","16","6.1"
4,2012-07-13,"97","74","86"," 1","72","75","0","21",538,1935,"TS VCTS","0.0","0.01","29.26","29.93"," 0.6","11","2.3"
5,2012-07-13,"M","M","M","M","M","M","M","M",420,1921," ","M","M","M","M","M","M","M"
6,2012-07-13,"94","73","84"," 1","72","75","0","19",538,1935,"TS TSRA BR","0.0","0.01","29.42","29.92"," 1.1","18","2.6"
7,2012-07-13,"98","72","85","M","63","71","0","20",601.135427604439,1816.90196652898," ","0.0","0.00","28.62","29.95"," 4.4","17","6.9"
8,2012-07-13,"88","73","M","M","70","73","M","M",600.795367687956,1816.71175509014,"TS HZ VCTS","M","0.17","29.59","M"," 1.8","19","2.8"
9,2012-07-13,"89","68","M","M","M","M","M","M",600.455307771472,1816.52154365129,"TS TSRA RA","M","1.05","29.21","29.95"," 7.3","16","9.6"
10,2012-07-13,"93","81","87","M","71","76","0","22",534,1931,"RA","M","  T","30.03","30.06","10.9","13","11.2"
11,2012-07-13,"90","74","82"," 0","73","76","0","17",534,1931," ","0.0","0.00","30.01","30.06"," 7.1","12","7.5"
12,2012-07-13,"91","73","82","M","72","75","0","17",599.435128022022,1815.95090933475,"RA","0.0","  T","30.01","30.07"," 6.7","13","6.9"
13,2012-07-13,"92","60","76","M","44","58","0","11",599.095068105538,1815.7606978959," ","M","0.00","24.38","29.97"," 2.6","17","6.7"
14,2012-07-13,"97","69","83"," 1","65","71","0","18",525,1947," ","0.0","0.00","28.61","29.95"," 4.1","15","6.1"
15,2012-07-13,"92","60","76"," 6","63","68","0","11",418,1926," ","0.0","0.00","29.77","30.14"," 2.2","20","2.9"
16,2012-07-13,"89","67","78","M","62","68","0","13",598.074888356088,1815.19006357936," ","M","  T","30.02","30.12"," 5.3","21","6.4"
17,2012-07-13,"101","71","86","M","66","71","0","21",597.734828439604,1814.99985214052,"TSRA RA BR SQ","0.0","0.92","29.32","29.99"," 2.0","07","3.9"
18,2012-07-13,"96","75","86","-1","68","74","0","21",529,1938," ","0.0","0.00","29.44","29.94"," 5.9","09","7.3"
19,2012-07-13,"89","69","79"," 7","63","68","0","14",424,1930,"TSRA RA","0.0","0.72","29.29","30.03"," 5.7","16","7.7"
20,2012-07-13,"96","72","84","M","68","73","0","19",596.714648690154,1814.42921782398," ","0.0","0.00","29.25","29.94"," 5.0","08","6.2"
1,2012-07-14,"93","71","82","M","64","70","0","17",603.128727926103,1818.06504879063," ","M","0.00","29.96","30.11"," 4.0","23","4.7"
2,2012-07-14,"87","69","78"," 8","62","67","0","13",423,1923,"RA","0.0","0.07","29.07","30.14"," 9.0","27","10.0"
3,2012-07-14,"100","69","85"," 2","66","72","0","20",517,1942,"BR","0.0","0.00","29.26","29.96"," 2.6","13","4.4"
4,2012-07-14,"95","71","83","-2","70","74","0","18",539,1935,"TS TSRA BR","0.0","1.24","29.28","29.95"," 1.3","12","2.0"
5,2012-07-14,"M","M","M","M","M","M","M","M",420,1920," ","M","M","M","M","M","M","M"
6,2012-07-14,"94","71","83"," 0","71","74","0","18",539,1934,"TS FG+ BR","0.0","  T","29.44","29.94"," 2.6","14","4.1"
7,2012-07-14,"99","74","87","M","63","71","0","22",601.088368427202,1816.92378015755," ","0.0","  T","28.64","29.96"," 7.6","18","9.1"
8,2012-07-14,"93","72","M","M","68","72","M","M",600.748308510718,1816.7335687187,"TSRA RA BR HZ","M","1.53","29.61","M"," 0.5","13","2.2"
9,2012-07-14,"90","66","M","M","M","M","M","M",600.408248594235,1816.54335727986," ","M","0.01","29.23","29.97"," 2.2","35","4.0"
10,2012-07-14,"93","81","87","M","71","76","0","22",535,1930,"RA","M","  T","30.07","30.10","10.5","11","10.6"
11,2012-07-14,"90","76","83"," 1","73","76","0","18",534,1931," ","0.0","0.00","30.06","30.10"," 8.9","11","8.9"
12,2012-07-14,"90","73","82","M","72","75","0","17",599.388068844784,1815.97272296332,"RA","0.0","0.02","30.06","30.11"," 5.9","12","6.0"
13,2012-07-14,"92","60","76","M","45","58","0","11",599.048008928301,1815.78251152447," ","M","0.00","24.34","29.93"," 6.6","19","8.5"
14,2012-07-14,"99","70","85"," 3","65","71","0","20",526,1946," ","0.0","0.00","28.63","29.96"," 6.0","18","7.2"
15,2012-07-14,"91","65","78"," 8","64","68","0","13",419,1925,"BR","0.0","0.00","29.73","30.10"," 0.7","29","1.8"
16,2012-07-14,"91","70","81","M","64","69","0","16",598.02782917885,1815.21187720793," ","M","0.00","29.98","30.07"," 4.2","27","5.0"
17,2012-07-14,"100","69","85","M","66","71","0","20",597.687769262367,1815.02166576908,"BR","0.0","0.01","29.33","30.00"," 2.3","15","3.8"
18,2012-07-14,"96","76","86","-1","68","73","0","21",529,1937,"RA BLDU SQ","0.0","  T","29.46","29.96"," 4.7","09","6.9"
19,2012-07-14,"91","71","81"," 9","64","70","0","16",425,1930,"RA HZ","0.0","0.02","29.26","30.00"," 5.9","20","8.3"
20,2012-07-14,"96","73","85","M","68","73","0","20",596.667589512916,1814.45103145255," ","0.0","0.00","29.26","29.96"," 3.3","08","4.5"
1,2012-07-15,"93","69","81","M","66","71","0","16",603.081668748865,1818.08686241919," ","M","  T","29.86","30.00"," 4.7","21","4.8"
2,2012-07-15,"85","69","77"," 6","66","70","0","12",424,1923,"RA","0.0","0.01","28.98","30.03"," 7.2","24","7.9"
3,2012-07-15,"95","66","81","-3","67","71","0","16",518,1941," ","0.0","0.00","29.27","29.97"," 4.6","14","5.4"
4,2012-07-15,"93","68","81","-4","70","72","0","16",539,1935,"TSRA RA BR","0.0","2.70","29.30","29.96"," 0.3","04","3.4"
5,2012-07-15,"M","M","M","M","M","M","M","M",421,1920," ","M","M","M","M","M","M","M"
6,2012-07-15,"93","68","81","-2","70","73","0","16",539,1934,"TS TSRA RA","0.0","2.23","29.44","29.95"," 3.5","17","6.9"
7,2012-07-15,"95","69","82","M","63","70","0","17",601.041309249964,1816.94559378612," ","0.0","0.00","28.62","29.95"," 7.3","14","9.0"
8,2012-07-15,"90","70","M","M","68","72","M","M",600.701249333481,1816.75538234727,"RA VCTS","M","0.07","29.62","M"," 2.9","18","4.3"
9,2012-07-15,"90","69","80","M","69","73","0","15",600.361189416997,1816.56517090842,"BR","M","0.00","29.23","29.98"," 3.6","15","3.7"
10,2012-07-15,"91","78","85","M","71","75","0","20",535,1930,"RA","M","0.10","30.07","30.09"," 4.2","11","6.6"
11,2012-07-15,"89","73","81","-1","73","75","0","16",535,1931," ","0.0","  T","30.06","30.10"," 4.0","10","4.8"
12,2012-07-15,"89","72","81","M","72","75","0","16",599.341009667547,1815.99453659188," ","0.0","0.09","30.06","30.10"," 4.6","11","4.8"
13,2012-07-15,"93","63","78","M","46","59","0","13",599.000949751063,1815.80432515304," ","M","0.00","24.27","29.84"," 2.9","18","7.8"
14,2012-07-15,"95","65","80","-2","63","69","0","15",527,1946," ","0.0","0.00","28.61","29.95"," 6.8","13","7.9"
15,2012-07-15,"91","61","76"," 6","65","69","0","11",420,1924,"RA BR","0.0","0.37","29.65","29.99"," 2.3","19","3.2"
16,2012-07-15,"90","68","79","M","67","71","0","14",597.980770001613,1815.2336908365,"RA","M","  T","29.88","29.97"," 4.0","21","5.0"
17,2012-07-15,"94","66","80","M","66","70","0","15",597.640710085129,1815.04347939765," ","0.0","0.00","29.33","30.01"," 3.3","14","4.4"
18,2012-07-15,"90","73","82","-5","69","72","0","17",530,1937,"TS","0.0","0.16","29.44","29.96"," 2.8","14","5.9"
19,2012-07-15,"88","72","80"," 8","67","71","0","15",426,1929," ","0.0","0.00","29.26","30.00"," 2.3","16","7.5"
20,2012-07-15,"92","71","82","M","69","71","0","17",596.620530335679,1814.47284508111,"RA BR","0.0","0.06","29.25","29.95"," 2.8","15","6.1"
1,2012-07-16,"92","73","83","M","68","72","0","18",603.034609571628,1818.10867604776,"RA","M","0.02","29.65","29.79"," 2.9","30","5.3"
2,2012-07-16,"87","69","78"," 7","66","70","0","13",425,1922," ","0.0","  T","28.77","29.82"," 9.7","29","9.9"
3,2012-07-16,"96","74","85"," 1","67","73","0","20",518,1941," ","0.0","0.00","29.19","29.90","11.0","17","11.5"
4,2012-07-16,"93","69","81","-4","70","74","0","16",540,1934," ","0.0","0.00","29.27","29.95"," 2.1","16","3.8"
5,2012-07-16,"M","M","M","M","M","M","M","M",422,1919," ","M","M","M","M","M","M","M"
6,2012-07-16,"93","69","81","-3","71","74","0","16",540,1934," ","0.0","0.00","29.43","29.94"," 5.5","16","5.6"
7,2012-07-16,"95","73","84","M","64","71","0","19",600.994250072727,1816.96740741468," ","0.0","0.00","28.54","29.89","12.9","17","13.1"
8,2012-07-16,"91","70","M","M","70","74","M","M",600.654190156243,1816.77719597584,"RA DZ","M","0.00","29.62","M"," 3.9","16","4.2"
9,2012-07-16,"97","73","85","M","67","73","0","20",600.31413023976,1816.58698453699," ","M","0.00","29.02","29.77"," 9.2","20","10.4"
10,2012-07-16,"89","79","84","M","72","75","0","19",536,1930,"TS","M","0.18","30.01","30.02"," 2.6","13","5.7"
11,2012-07-16,"88","73","81","-1","72","74","0","16",535,1930,"TSRA","0.0","0.05","30.00","30.02"," 1.8","09","2.9"
12,2012-07-16,"88","71","80","M","72","74","0","15",599.293950490309,1816.01635022045,"TSRA RA","0.0","0.59","29.99","30.03"," 1.6","14","2.5"
13,2012-07-16,"90","59","75","M","51","59","0","10",598.953890573826,1815.8261387816,"TSRA RA","M","0.36","24.25","29.85"," 2.4","20","7.2"
14,2012-07-16,"95","71","83"," 1","64","70","0","18",527,1946," ","0.0","0.00","28.54","29.89","11.7","17","11.9"
15,2012-07-16,"89","67","78"," 8","68","71","0","13",421,1924,"BR","0.0","0.01","29.42","29.79"," 4.6","32","4.8"
16,2012-07-16,"90","70","80","M","68","71","0","15",597.933710824375,1815.25550446507," ","M","  T","29.67","29.76"," 1.3","30","6.4"
17,2012-07-16,"96","74","85","M","66","73","0","20",597.593650907892,1815.06529302622," ","0.0","0.00","29.26","29.95"," 7.7","19","7.9"
18,2012-07-16,"95","72","84","-3","68","73","0","19",531,1936," ","0.0","0.00","29.43","29.94"," 8.9","17","9.7"
19,2012-07-16,"98","75","87","15","66","73","0","22",427,1928," ","0.0","0.00","29.13","29.88","11.6","23","11.9"
20,2012-07-16,"95","70","83","M","69","73","0","18",596.573471158441,1814.49465870968," ","0.0","0.00","29.24","29.94"," 6.3","16","7.2"
1,2012-07-17,"96","69","83","M","66","72","0","18",602.98755039439,1818.13048967633,"RA","M","  T","29.57","29.72"," 7.6","22","8.1"
2,2012-07-17,"92","72","82","11","65","71","0","17",426,1922," ","0.0","0.00","28.71","29.76"," 9.8","24","11.1"
3,2012-07-17,"100","79","90"," 6","65","73","0","25",519,1940," ","0.0","0.00","29.16","29.86","11.2","19","11.8"
4,2012-07-17,"90","76","83","-2","73","75","0","18",540,1934," ","0.0","  T","29.27","29.94"," 4.2","15","5.4"
5,2012-07-17,"M","M","M","M","M","M","M","M",423,1918," ","M","M","M","M","M","M","M"
6,2012-07-17,"89","73","81","-3","73","76","0","16",540,1933," ","0.0","  T","29.43","29.93"," 4.7","14","5.1"
7,2012-07-17,"99","73","86","M","62","71","0","21",600.947190895489,1816.98922104325," ","0.0","0.00","28.53","29.86","15.4","19","15.9"
8,2012-07-17,"86","77","M","M","72","74","M","M",600.607130979006,1816.7990096044,"RA","M","0.01","29.60","M"," 2.5","16","2.9"
9,2012-07-17,"92","75","84","M","71","74","0","19",600.267071062522,1816.60879816556," ","M","  T","29.06","29.80"," 4.4","03","5.7"
10,2012-07-17,"91","75","83","M","70","74","0","18",536,1929,"RA","M","0.75","29.95","29.98"," 1.6","22","3.9"
11,2012-07-17,"90","73","82"," 0","71","74","0","17",536,1930," ","0.0","0.00","29.94","29.98"," 1.4","16","2.5"
12,2012-07-17,"90","74","82","M","71","74","0","17",599.246891313072,1816.03816384902,"RA","0.0","  T","29.93","29.99"," 1.8","17","3.0"
13,2012-07-17,"87","59","73","M","48","58","0"," 8",598.906831396588,1815.84795241017," ","M","  T","24.29","29.88"," 1.4","21","5.8"
14,2012-07-17,"99","71","85"," 3","62","70","0","20",528,1945," ","0.0","0.00","28.53","29.86","12.2","18","12.8"
15,2012-07-17,"95","64","80","10","68","71","0","15",421,1923,"RA BR","0.0","0.37","29.36","29.71"," 3.4","21","4.5"
16,2012-07-17,"95","68","82","M","66","72","0","17",597.886651647138,1815.27731809363,"BR","M","0.00","29.60","29.69"," 7.7","24","8.2"
17,2012-07-17,"100","75","88","M","65","73","0","23",597.546591730654,1815.08710665479," ","0.0","0.00","29.23","29.91"," 8.0","19","8.2"
18,2012-07-17,"98","77","88"," 1","68","74","0","23",531,1936," ","0.0","0.00","29.41","29.91"," 9.5","18","10.0"
19,2012-07-17,"100","73","87","15","68","73","0","22",428,1928," ","0.0","0.00","29.10","29.82"," 5.4","29","9.8"
20,2012-07-17,"97","75","86","M","69","74","0","21",596.526411981204,1814.51647233825," ","0.0","0.00","29.23","29.91"," 4.9","18","6.8"
1,2012-07-18,"89","73","81","M","69","M","0","16",602.940491217152,1818.15230330489,"TS","M","0.15","M","M"," 1.2","33","3.9"
2,2012-07-18,"91","71","81","10","69","72","0","16",427,1921,"RA","0.0","0.03","28.74","29.82"," 5.8","27","8.1"
3,2012-07-18,"103","80","92"," 8","64","73","0","27",520,1940," ","0.0","0.00","29.20","29.89"," 9.7","20","10.3"
